"wallet_address","token_address","gross_profit","realized_profit","realized_profit_percent","unrealized_profit","unrealized_profit_percent","win_rate","wins","losses","trade_volume","trades","avg_trade_size","is_bot"
"7QrA3114fx9psc11GEmxmY9CGyNuXUqE8HraGN1R3EfH","83g6vzjzlrcnhbslatj94vcprimyyqwun6zfl11mcadl",70361.00,0.00,0.00,0.00,0.00,0.00,0,0,70000.00,18,3900.00,0
"7r1LBqdZPGJknV1qwCC63iNBAhVmwEFiZDSTwode3Ln4","61k5vczcbdxpdd8evk6kq4efdgxc7ktrneyb4zwettsx",28919.00,26458.00,58.55,1144.80,2.53,35.29,12,22,117000.00,253,462.00,0
"7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ",bzc9nzfmqkxr6fz1dbph7bdf9broyef6pnzesp7v5iiw,12422368.00,41005.00,0.06,273100.00,0.39,64.29,9,5,152000000.00,91000,1700.00,1
"7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q","6hfajiuutxfzefmdkqsnbvfe6i95nh2wuvj5dwmf7gtw",6677.30,-78416.00,-6.20,157047.00,12.42,34.50,59,112,2400000.00,12000,192.00,1
"7s3rmjXXaSVPgCcVqSX1ArA5WgN81PhzBtGQQEdAaBry","6hfajiuutxfzefmdkqsnbvfe6i95nh2wuvj5dwmf7gtw",29373.00,-1599.50,-1.95,10309.00,12.54,30.77,12,27,170000.00,413,411.00,0
"7s5tDZMogDzfM7dfM91xSZyYwt3CPR7rgShN6Vza29oc",ats4h3anceuhlifun8gh8tltuf4xzprxyv4b9rbfe2wm,52505.00,20870.00,33.92,-245.68,-0.40,50.00,7,7,155000.00,129,1200.00,0
"7SAPi9umSZWg3NFoWXWMseuT6DHgiim5YnTFmEAS6hvR","3mgxf9vvdd82e75bovuajps1wymjozcao4mb6zpqdjnv",108406.00,-67422.00,-21.97,-3283.60,-1.07,25.00,5,15,707000.00,101,7000.00,0
"7sJVFYZRFmrmHsdGB6QgSH2MDLq9iEC94rQEuR7Nwje1","7vbqtbxevphssw3iuebvczrqo322jnjujun6scdcxr6t",33219.00,4896.20,21.63,0.00,0.00,100.00,1,0,78000.00,76,1000.00,0
"7soBXpdHvXafL8c1bmmXpqGFPRrbmwzo3kPFi3DNeTpx",yrrustgpugdp8bbfosqdefssen6sa75zs1qjvgnhtmy,44765.00,14970.00,3.43,-1139.30,-0.26,92.47,86,7,916000.00,2200,413.00,1
"7Sx9tiAd2aYmaHpzgJocaKCLUbwiZCEyRz7LKd1DStBq","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",14492.00,-1046.80,-47.42,0.00,0.00,0.00,0,1,19000.00,43,440.00,0
"7TzWipxPtLKU9DzNmtmGGEaEws5udGuRCZ1L5iwZPB8v","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",20931.00,16862.00,113.98,-108.87,-0.74,50.00,1,1,49000.00,24,2000.00,0
"7UenYybTCKAFk2HaQawyx59SFzngW5tVYckCFrET2SUd","4tk5kfz9fab3ytx9k1fiyssm7njfvayseg32dqcj82t4",3127.30,329.63,22.39,0.00,0.00,25.00,1,3,6100.00,21,289.00,0
"7uKzv2oQxkZZJ9JiT2CLN3LxwYqftEXqCpT35gQWftgF",emb95ywjfmu5p2n9ee7juesbgkmgxwsampzcrz9riths,132994.00,1832.90,1.14,-1396.10,-0.87,39.62,42,64,448000.00,1100,416.00,0
"7UWRZv9MLVKD3y3dVS9oBYx6HYSLzTSwnrFKB9urGB6r","4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp",170158.00,-3.17,-1.58,0.00,0.00,0.00,0,1,171000.00,37,4600.00,0
"7VR6WfmAwGRdg1yzJgUxJHnTe87GvZM41yMdSjFHaYCJ",bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,8202.80,3893.70,34.53,0.00,0.00,38.46,5,8,31000.00,69,446.00,0
"7vxeJbcw51nyfKchiTzT6qFSHGkjjtLbZk9xPBbbzvxy","8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",12888.00,728.23,1.15,0.00,0.00,21.95,9,32,140000.00,419,334.00,0
"7wkUFA6p3eJukjAqAE6SYCrfmAN7JyfViKMYg4pZGC3p","4tk5kfz9fab3ytx9k1fiyssm7njfvayseg32dqcj82t4",37494.00,342.34,0.45,-1292.30,-1.71,20.00,7,28,180000.00,208,866.00,0
"7wN1fXJnjhFuToy5VuXHPsgqoXufJkTkkMH6B2VTCRrU","6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3",11423.00,-677.33,-13.82,-1.15,-0.02,27.27,3,8,21000.00,53,395.00,0
"7WUhxGCRkhoFatgATAXrMH2dQXv2QJDxdN2AxYybFyAY","3mgxf9vvdd82e75bovuajps1wymjozcao4mb6zpqdjnv",296658.00,-97375.00,-10.30,-65319.00,-6.91,8.70,2,21,2100000.00,211,9700.00,0
"7x3H1zhnF6xp53HFNQ1ojACw73cibGNtF8agY5rtxxhm","7vbqtbxevphssw3iuebvczrqo322jnjujun6scdcxr6t",29175.00,29175.00,77.69,0.00,0.00,83.33,5,1,104000.00,69,1500.00,0
"7Xd5Rk9hDcWkYCd5UbvzHno1M5URouTisdFjvoZwCpRq",jtoazecroxgrzrynhnfnp5n1bnwytltceq57zmbpc6r,-185.59,-5638.90,-29.62,4770.60,25.06,30.00,3,7,32000.00,61,528.00,0
"7xeWLYkMmDJSKUuZq7G4fEVqoWnYkUCxNkzfoRHHeNNr",atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,8155.50,0.00,0.00,-1.11,-0.64,0.00,0,1,8300.00,16,521.00,0
"7xFFsv2Msw8Pqx4VmKpMWApwLea81FW2t7xefuuEuWbq","2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",168676.00,0.00,0.00,0.00,0.00,0.00,0,0,169000.00,11,15000.00,0
"7XfPC2n9QvjCCafhYa3KQzgG5X9E8bYVuVU7Z6b6cJsf","9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",1430818.00,0.00,0.00,-7.32,-40.58,0.00,0,1,1400000.00,14,102000.00,0
"7xKpWSsK4ck9363HFzRV1qKcnRkijUKmp7a6WDFVnWk",atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,8645.40,-7.55,-0.75,-0.27,-0.03,0.00,0,1,11000.00,36,295.00,0
"7xxMv17QdandiZsDQN1DyAWDyTG3kQTCa1PRCcJ1EnUm","1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",2913.30,-14232.00,-38.86,85.40,0.23,13.79,4,25,74000.00,152,484.00,0
"7YzAoBQMDFbMxxGZVBt1YZqARcF9oGkpUMVuMLpbGbGc","6hfajiuutxfzefmdkqsnbvfe6i95nh2wuvj5dwmf7gtw",301135.00,3768.40,13.77,-2.96,-0.01,40.00,2,3,355000.00,45,7900.00,0
"82bQgKqj7CwpCoxoYNmNoLtgpUrzyHnQWDrYRX9b6WAu","1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",1007.20,118.83,13.19,0.00,0.00,75.00,3,1,2800.00,15,187.00,0
"82ipegY2msiBP6UX1jaW8S46Lf9mZchbg7ykEuaQCPui","9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",1641.40,-84.21,-14.63,0.00,0.00,40.00,2,3,2800.00,15,186.00,0
"831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs","52flwrtxbq3ej3qc6vbyrdzoykogp3jsxxhygue9r5v",77551.00,19811.00,7.57,2526.70,0.97,44.59,33,41,587000.00,1100,536.00,0
"84DTmKSv7YMQrVK7sgUdgVxsbDDNoMhPEV6RnkcL9J5S",k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,7451.60,780.11,12.18,0.00,0.00,46.15,6,7,20000.00,106,191.00,0
"87rRdssFiTJKY4MGARa4G5vQ31hmR7MxSmhzeaJ5AAxJ",ccyufsfkwbor2ak9zygfcj18eblqwrrnjebpbc6hkcm8,85355.00,-27113.00,-6.14,11777.00,2.67,43.10,50,66,929000.00,1400,656.00,0
"88888888yyzweAKv6q3UUwJYm5uBimr1iSFq2LQpvhXE",bzc9nzfmqkxr6fz1dbph7bdf9broyef6pnzesp7v5iiw,609670.00,-183.07,-0.53,-184.80,-0.54,15.38,2,11,651000.00,208,3100.00,0
"888SGnyhGzqQuuWDVL48tn7xJsAEV259mK9V4YEcUn6f",q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,293945.00,11915.00,0.21,-19479.00,-0.34,56.38,84,65,11000000.00,28000,402.00,1
"88tPHuwbUedgUyGVxxUhpLFLt4hezfAeQZiqvakQKBDS",k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,5171.10,2146.60,6.43,0.00,0.00,50.94,27,26,72000.00,226,318.00,0
"8cjpA4BHjjYz6xJr4uBhkHEzupJ8FZ7dWJZNU2v51MFi","8ztfxjfpfvutef4slsapcfj8gw2dxyua9no2blpq7h7v",593808.00,140458.00,15.46,2.45,0.00,28.57,2,5,2400000.00,159,15000.00,0
"8CqBQGfL8FKgbFRQXTperaRNN6DfFRk6v8ZGHe32VE2o","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",19927.00,-1.81,-1.58,-6.80,-5.91,0.00,0,2,20000.00,16,1300.00,0
"8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6",q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,1244926.00,-170477.00,-20.59,-29616.00,-3.58,67.82,59,28,2900000.00,596,4800.00,0
"8DYpnaR1Jjpma1zs3Jk919syWJUP6cShWLjc7rM2aYQP",fiovvnhbghitj5ozudrdzm4ci5reeugua9ds3cvaxsdd,59849.00,-419.35,-0.26,-7266.30,-4.58,35.21,25,46,342000.00,863,397.00,0
"8eN9vZGsRVD24efjduFW7sX2s5hae9t25MC9gNSp97f3","99d5oi479axqpqcfvkktk6e7r1y8kjskhaa9dubws1vd",20644.00,-2659.00,-13.36,-759.72,-3.82,36.59,15,26,58000.00,107,545.00,0
"8fSnLTnRViK83dDesivTsPx2wiRhwti9xoafeMGjEyLJ","9fvcekjnhwrdrfqi9vqcum3jxmdjrgmfmsdo4vhy3h72",420079.00,-15870.00,-4.31,93896.00,25.52,42.11,24,33,933000.00,307,3000.00,0
"8fSYuV7bL28cpBpgQcghb321LdjTY2FcVSXKxNsuUxCg","7rqd8fhc1rimv3v9edcrz6rnfsjn1puxm9umjaurjrnj",115121.00,-513.39,-5.06,-1825.30,-18.01,0.00,0,4,128000.00,76,1700.00,0
"8FUmdjqsbS2HAiYBg6yJwwT2BNZfAKa5P2GuHYcPFNXZ",gdvxhx7hbiy2jsfbpazdyiyqqvzqjf2qcf7sutrtgeqr,50125.00,-19382.00,-4.44,-13.41,0.00,35.25,49,90,923000.00,1300,729.00,0
"8ggkt7Y1SZzmsdcy6ZHTif6HvgAUv2dxJCbTFTGD67MV","5ux2hmjjmuwxynsisoicbqfd9mkos3uckqhdgqwprdsk",62311.00,20348.00,83.91,0.00,0.00,50.00,6,6,111000.00,199,556.00,0
"8gmMrb8TfryJH662Hy4ZGtq7jnLL6Qbi6cB1YsJtoqo2",a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,5400.80,1394.10,9.27,0.00,0.00,44.44,4,5,35000.00,51,696.00,0
"8gU3cmLLDifAVEQr6xTDvSeXww7TYYiAnujuZggdKFi9","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",21337.00,-20.29,-0.18,-7470.20,-64.78,0.00,0,2,33000.00,8,4100.00,0
"8GvxwMuucq39hUAM1AYmySQAjKaujEGidHYXp6pkH9wa","2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",651099.00,38334.00,26.64,-615.99,-0.43,25.00,1,3,937000.00,219,4300.00,0
"8JNfrxoyJDinXGNCkYPPU5hfT4Ays8eRBT97dekDc4XG",atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,17392.00,3231.00,17.37,-573.72,-3.09,44.00,33,42,49000.00,374,131.00,0
"8jQi7gP2ACgFBHwDxF27dg57LXNivmNogUpgiyvwLBuo","4bn7ow3iynapgdhwhs8zlvw8ytuutboqdn95rfeusr9d",113720.00,37166.00,123.97,-6.68,-0.02,42.42,14,19,173000.00,297,584.00,0
"8MHU3NwzuwpkcrF8S2nzNXbkCWn3TdE9UVtB3bQWJP7b",ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,241595.00,-2351.70,-1.81,-54523.00,-42.03,0.00,0,5,381000.00,108,3500.00,0
"8mp548ZBaSavzpTHVeytQ4XGpVpbVZx9p2UxVyAJvRxV","94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",25460.00,10456.00,27.63,4790.20,12.66,57.38,35,26,93000.00,364,257.00,0
"8mserK943a7Tkx8kw55p4b7Y58dju7p9HWmNc3g4bej9","9zglmavcxc7u6zhg8hmsau6aujrq8pnm8kl4edjdyju9",18068.00,-32889.00,-7.97,-20552.00,-4.98,30.30,20,46,817000.00,1300,627.00,0
"8mVv6jHupEmLGcgEQyWbAq7rKUx6svKKFoJqnPcbneQW","2uf4xh61rdwxng9woyxsvqp7zua6klfpb3nvnrqeoisd",1171577.00,0.00,0.00,0.00,0.00,0.00,0,0,1200000.00,23,51000.00,0
"8o9ZgHgyCit1u3P7wjjSqwpJ2UKvsqyYvT9om3csFAeU","8ztfxjfpfvutef4slsapcfj8gw2dxyua9no2blpq7h7v",437612.00,21183.00,24.30,0.00,0.00,50.00,1,1,612000.00,49,12000.00,0
"8PRh957dsPiNVExcbvS7sSq75KsZxEHFSbdbYve1K6dM","9vix1vducteoc2wertsp2tudxxpwaf69aeet8enpjpsn",198368.00,-2.53,-0.05,-10.27,-0.21,0.00,0,1,205000.00,35,5800.00,0
"8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf","8gahtmxsxnmsx4dtwrgwepro3khn9regldjy8xq9c5fr",359823.00,603.97,4.46,-951.68,-7.03,25.00,1,3,381000.00,16000,24.00,1
"8pTWYGY8L5bLRQA1eeu2k1wyzHsqXCWPsmFYv9kCNzwF","94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",7205.80,6061.00,70.35,7115.70,82.59,47.62,10,11,20000.00,199,101.00,0
"8TSfBNY3NGBu2PnWs5Wu4yDT5wgVFGjx1Pdga6fjkYqo",frhb8l7y9qq41qzxyltc2nw8an1rjfllxrf2x9rwllmo,581514.00,0.00,0.00,200825.00,78.38,100.00,2,0,838000.00,24,35000.00,0
"8tvtVnpHUQLa42oJin71piKejsBDNBJdn5GUqoiLMWvs","4xxm4cdb6mescxm52xvyqknbzvdewwspdzrbctqvguar",55028.00,3157.30,6.10,6782.70,13.10,100.00,1,0,117000.00,28,4200.00,0
"8umER1XRYTZv97TgJUDtaKeFXXCRqkvfNBRfPsdv7eRp",ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,120818.00,-21301.00,-12.24,0.00,0.00,0.00,0,2,469000.00,292,1600.00,0
"8uVGPc5sRtbHjHMabZoaFsLfUPGT4rcYh29AjCDZ5sFr","7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k",33698.00,1947.40,12.01,-58.53,-0.36,46.15,6,7,64000.00,66,964.00,0
"8VquQ64W23itjPc2BUdQn3iKHfa9VquA2jCgpHY78HcJ","8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd",13046.00,1179.50,0.78,4.86,0.00,27.10,29,78,314000.00,423,743.00,0
"8wpWFe6eY1nqmFfnkcv1i32Sf9zhxxRTH8iwdt2ed6hg",bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,14973.00,0.00,0.00,0.00,0.00,0.00,0,0,15000.00,9,1700.00,0
"8x9uBXgBBRoyUjAFerAPYwv27QpKCxdWWhKqxkY79gmt",bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,14906.00,0.00,0.00,0.00,0.00,0.00,0,0,15000.00,11,1400.00,0
"8Y4w6RQWDy2SL2xZUPA6kWogMV5GxzCNNavcqFr28yvC","94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",13884.00,2111.20,2.81,8815.00,11.74,52.63,10,9,128000.00,116,1100.00,0
"9155QNPgeNunv71MndCFGPdoeAwrzHhELDg774rcTaUE","2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",372922.00,0.00,0.00,0.00,0.00,0.00,0,0,373000.00,29,13000.00,0
"92uwAG8JFdSRDhrMQFy68sDabFT5BJ1akGSm4NvVHkZa",bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,10760.00,1999.50,18.62,6291.80,58.59,100.00,1,0,24000.00,46,530.00,0
"93U65rT9tdPCwzpXVp4o6FUax7w4nmxtat44nmZtqV3x",b4vwozy1fgtp8selxsxydwszavpugnj77durv2k4mhuv,254752.00,12912.00,0.09,-9768.90,-0.07,66.67,10,5,30000000.00,35000,865.00,1
"95rkycp2mdfMYZCngmTiZuu2xASNgpsF3aKnQjvRBQac","4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp",76742.00,0.00,0.00,0.00,0.00,0.00,0,0,77000.00,5,15000.00,0
"99xhYx78fZHgcWfghj8yBWc2spQAWKitAB4jnUkA8cQq","6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3",44767.00,1835.70,0.90,-4.19,0.00,35.51,38,69,451000.00,1000,440.00,0
"9AmfnsQmDqBCPWMbaXTHZbdfQgcYuPtkQ4STHkFT5EWg",lat4msxv2gpyjqsucbz7xmv1g7deotoxvbf4pevl6be,21193.00,-4402.00,-28.06,0.00,0.00,27.27,3,8,52000.00,53,990.00,0
"9AsdWLCnk2i586kZ8vjX6Fu7c9ekJQMFYruhp5MZx5rx","8n5vs5asyqxrkvl73k9m6hvtkzwmeubsdkzql2mbddy4",44723.00,3761.20,128.07,0.00,0.00,100.00,1,0,51000.00,78,649.00,0
"9awtv21WkqiYnWSDsYBw6tMgz66X8WrS3EjupBAaD3rW","7rnh8h2bhutyympxyxjwphh2ks7dx7kaan2t7yse8ymr",-2275.80,-2275.80,-7.78,0.00,0.00,30.00,3,7,56000.00,44,1300.00,0
"9BQN18hVz2asNgrGCEzKs6FA2uobw91ZME6K3kp8DXe6",uksprydu4veb4cafv9hkzng9gnp1jsoch8oysmg9tcj,5216.50,-34897.00,-25.38,-1327.40,-0.97,35.29,6,11,276000.00,155,1800.00,0
"9cnmZD7HsgV53UZagznTceNVBfthcdxZx6ZWw5wRajHF",dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,39780.00,28092.00,87.39,-16856.00,-52.44,50.00,2,2,85000.00,29,2900.00,0
"9CWYprCFcVafLWUCbMWgtNyTjj5qfHLdZLcyQS8VdX28",fkfrk3wdagxokysr1fpggcdeegkv1b1yynx9ykvpg3jg,223376.00,28809.00,52.10,55.78,0.10,60.00,3,2,332000.00,1600,210.00,0
"9DKLrwPMcvJFRDCRNkhChm3i5EqPcCLhFewnvG63SDBz","6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",4498.80,-896.09,-5.06,0.00,0.00,58.62,17,12,40000.00,174,229.00,0
"9DM7EXbhEP1sxtJF61WBqdqXvzn2iC3yGQBUVGwZ1pvy",gc1utsxrrlauwby3uwsemjuxhjmjhhv1sxj9a1jhvyxp,39769.00,23002.00,169.81,2047.30,15.11,50.00,1,1,66000.00,71,930.00,0
"9Eibc7u6oM7LwkzMTrZ1rV9fpDuc83s1CvuijewQrtHe","22wrmytj8x2trvqen3fxxi2r4rn6jdhwomtpssmn8rud",59594.00,501.27,0.47,129959.00,122.79,50.00,5,5,184000.00,278,661.00,0
"9eK3sPqr1mifF7ben69WvbbKH2YG9NFYRpv3UcJxZ9oQ","8q1yvtrv5wlt8gacj83idppw2rrxetwamhjxszvo4pvd",14886.00,-2065.30,-3.84,19768.00,36.72,33.33,1,2,116000.00,237,488.00,0
"9eXMm2YTxQA4ddrV8HTco6GShFVH6TN8K3RrzZ72VW1E","8vy7f7rpncrbaf6h13xhogrp68vumewvfqemurfkqgld",26636.00,26636.00,851.58,10.27,0.33,100.00,2,0,33000.00,4,8200.00,0
"9F636phky8wNW5e67fa6DwoMciDkKegBTFzhfrodGigs","8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",36833.00,-10001.00,-11.95,4075.70,4.87,18.87,10,43,192000.00,542,354.00,0
"9FEHWFjgbYnFCRRHkesJNq6znHjc5Aaq7TiKi1rCVSnH",bysqk5wcufsec5gomgwbg6acpsyayihgf4vvt2lp48ex,4177.70,3507.50,7.38,1856.40,3.91,58.82,10,7,92000.00,125,735.00,0
"9GpJtDHgmjvL1PVBixVb8okhfowee9s86buq9QJdcTw9",gdvxhx7hbiy2jsfbpazdyiyqqvzqjf2qcf7sutrtgeqr,18338.00,5839.60,6.02,-125.16,-0.13,41.07,23,33,208000.00,480,434.00,0
"9hBVwETVf1NbA1wyz6WML1Jxnc1qbtZqfLFTyzPyVZRT","6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",225.60,-1191.30,-3.31,2.01,0.01,16.67,7,35,72000.00,604,119.00,1
"9Hf4LBSWvq1U59LBC54g6h3NHcXkujdbwLv89SfWtaC7","6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",13272.00,-4633.80,-21.73,-12.43,-0.06,17.65,9,42,56000.00,186,299.00,0
"9Hs4EF8n6fThadhQLvg4A8PdEWmAy34JBcnsPTakdgBX","9kxhkomtid1tmf32jvzmfb5mp9c6h15turermxljrflz",5328.00,5310.90,19.11,0.04,0.00,57.14,4,3,61000.00,58,1000.00,0
"9hWwsp2nBzWafWHjy5b41Mbjafocg2KPSrQwYooWtKnY",dmafl613xtipua3jfnyczavwt7xsiyf9cr3qmrmzqhb6,22483.00,18007.00,92.27,-275.59,-1.41,25.00,4,12,60000.00,80,748.00,0
"9JWRBeET2Cf2wUHaVe8nAA12z4BCeiekUfeR8CbKWHX","6gdrrenvfyjqdcugmrkdg2ju7uj8ncvbt2ukal2mdj1l",66209.00,0.00,0.00,13797.00,112.43,100.00,2,0,78000.00,9,8700.00,0
"9kG1rHPjcHzyf8gBoSyAEpGo7Cim4D3JtqL1iBXqwH51",dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,22588.00,0.00,0.00,1680.40,20.36,66.67,2,1,31000.00,13,2400.00,0
"9kmp6okDvUhWsG5g2Emw5vEdBd46aAEsSVmTNfKELWWM",hqsunyltoccw42ghpj8miszn2ztggadfp44k8quylofh,10744.00,8218.30,13.48,-1047.20,-1.72,51.72,15,14,121000.00,133,910.00,0
"9kWfCLPJGTNzxyfnBGhYs47HWoS3NCehqEKDGke1UTRk",hnxndek9suxvn12urquccxc267bwm1n472dhcvjmj35,106861.00,43901.00,30.42,-3652.70,-2.53,45.00,9,11,334000.00,183,1800.00,0
"9kWyrbKLHakjfWLMctGDQ5bLAdnNaa28NXHXCbTWYWHt","58fzjmbx5patnfjpqwwsqkvfprkptkbb5r2vcw4qq3z9",57508.00,-8363.20,-5.38,5422.40,3.49,50.00,2,2,334000.00,22,15000.00,0
"9moMrWEqs5JUahn2pFYZDUYDc36b1HjNsSDybdfGy4ac",hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,135273.00,-23044.00,-31.11,0.00,0.00,0.00,0,1,283000.00,227,1200.00,0
"9nsgdXLN1Hyog4FhiwBH89zETzXu98PukMFJftfi46wH","4ekv3ysaehkqxcerltencrybaxnesad8t8pcg9agjdst",62869.00,11350.00,5.55,33884.00,16.56,29.79,14,33,410000.00,382,1100.00,0
"9o7LPf7vjKuWoaAos6G23Lfnrv8L4cRMYUd9uvemdoKT",bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,-11019.00,-22977.00,-47.62,0.00,0.00,12.12,4,29,85000.00,287,298.00,0
"9ogeCJhwdQ3hLbhSqTterv5nWeetnu9Z2LxjWuN6krhq","1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",31692.00,-1656.00,-2.66,0.00,0.00,42.11,16,22,155000.00,162,957.00,0
"9pffVmkuginy9yPYptYaPEcT9psEmzzS9xZvESvwDuXR",grk5zr5lbnwlsda45pskc81dmn9ycmge5cirxujthkrl,14721.00,0.00,0.00,0.00,0.00,0.00,0,0,15000.00,7,2100.00,0
"9PHm2cYU8DhwBrbRsqqAjhW9uXVrNR1RaLsvo9oGVeaq","3sjnocnkkhwpvxygdtem8rccihsgc9jsfzuuazkbvrvp",2706828.00,-789332.00,-7.20,9344.80,0.09,18.60,8,35,22000000.00,74000,306.00,1
"9QBepBkfFWVJP7yYtPpACSb2hM8hateWCqum8JnsU3nr",e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,-28358.00,-101011.00,-22.86,-18589.00,-4.21,27.78,5,13,742000.00,268,2800.00,0
"9R32rBhQdVyM3ZGwJKoQNwqyaRtL9Td7o4tCfKFie2ej","9vix1vducteoc2wertsp2tudxxpwaf69aeet8enpjpsn",263281.00,0.00,0.00,188.03,5.15,100.00,1,0,267000.00,46,5800.00,0
"9SrF1spVhNVktXJYAsyBf9yGfH4kFqQ49nLbMttbrMsJ","8n5vs5asyqxrkvl73k9m6hvtkzwmeubsdkzql2mbddy4",65911.00,-517.17,-23.55,0.00,0.00,0.00,0,1,70000.00,86,817.00,0
"9tCnoxyv8CWQYDr74Gs7zRcHaLF87f6fuFhFFet6KQc5","2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm",1787.90,27.61,8.68,0.00,0.00,100.00,1,0,2400.00,10,242.00,0
"9TW229iu2Hqt9hWzdLst8G3Cs9WJ7VjisiY8FpRHDG9y","5ewl8ch5tsebgxe3dvn6mul3jrpkfyx9acn5u3ukzxci",2862.60,-395.45,-0.45,-1188.00,-1.36,30.12,25,58,161000.00,1000,154.00,0
"9vZrPj58Nh2UqDL1Vqqq9u3q8jErAebC6FvQuLy4dnUk",gnyxamygf1iivijdpqkegifxbtmfxmd46bgfnh3xh9rj,1365.30,53.16,2.94,0.00,0.00,50.00,1,1,4700.00,14,332.00,0
"9WL2KggcbpsMEzNXBFybwd7WhFaY7YKmhUxZUpHCb4in","7vbqtbxevphssw3iuebvczrqo322jnjujun6scdcxr6t",5044.50,1776.90,17.58,0.00,0.00,100.00,1,0,25000.00,92,275.00,0
"9wpsRLUsPW579PSqURGGvGXXU6KwVCor7NfybLj3m3sm",dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,36816.00,0.00,0.00,-907.78,-7.58,0.00,0,3,49000.00,18,2700.00,0
"9xG91LmcRh1TeVFD2ZNCm4X1SeLvhDAQJQEqd2XdgrRJ","2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm",2081.40,101.35,22.49,0.00,0.00,100.00,1,0,3000.00,14,213.00,0
"9xHdJPe4vr7WBggsQiH27HF7LRyMJ2wCfXefUbQmbFao",a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,209778.00,963.87,0.58,0.00,0.00,53.64,59,51,541000.00,1400,379.00,0
